LEAD FA,CODE,ARTWORK BATCH,ARTWORKED,APPROVED,SENT TO PRODUCTION ,PRODUCED,COMMENT,PICTO 1,PICTO 2,PICTO 3,SIGN TEXT,GOLDOC PRODUCT ALLOCATED,MATERIAL,WIDTH (in m),HEIGHT(in m) ,FIXING, Comments,BEL ,BLB,CCV,CAP,CSL,STA,CSW,CSB,COL,CSC,CUR ,GAC,GCE,GHC,NER ,OXN,OXB,OXS,OXT,QSV,ROB ,SBP,TEN ,AYC,BND,GTC,GUS - P,GUS-T,CBS,MHB,OBD,PSO,RIS,RBS,SHC - 1 GY,SHC 2 -WR,TSS - B,TSS - R,TVS,UAC,IBC,MPC,BNE,CNS,OOL,TSV,RVC,RVT,CGV (TVT),CGV (TFT),CGV (TBS),CFH,CMH,CTO,GFH,TMH,TTO,MTM,VSP,GHQ,FDC,FDN,BDB,BDR,TOTAL
TRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRS,TRS-001,1,Steph 20/07,Aude 18/8,,,,,,,On Venue Results - Authorised Access Only ,PA-DR,Corflute,0.297,0.21,Wall mounted,,2,1,1,,1,1,,,1,1,2,2,1,1,1,2,,,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
TRS,TRS-002,1,Steph 20/07,Aude 18/8,,,,,,,Timing & Scoring Storage,PA-DR,Corflute,0.297,0.21,Wall mounted,,2,1,1,,1,2,,,1,1,1,1,1,1,1,3,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
TRS,TRS-003,1,Steph 20/07,Aude 18/8,,,,,,,Timing & Scoring Workshop,PA-DR,Corflute,0.297,0.21,Wall mounted,,2,,1,,1,1,,,1,1,1,1,1,1,1,3,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
TRS,TRS-004,1,Steph 20/07,Aude 18/8,,,,,,,Timing & Scoring Room - Authorised Access Only,PA-DR,Corflute,0.297,0.21,Wall mounted,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
TRS,TRS-005,1,Steph 20/07,Aude 18/8,,,,,,,Enhanced Graphics Room,PA-DR,Corflute,0.297,0.21,Wall mounted,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TRS,TRS-006,1,Steph 27/07,Aude 18/8,,,,,,,Transponder Check Area,PA-DR,Corflute,0.297,0.21,Wall mounted,,,,,,,,,,,,1,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
TRS,TRS-007,1,Steph 27/07,Aude 18/8,,,,,,,Transponder Distribution Area,PA-DR,Corflute,0.297,0.21,Wall mounted,,,,,,,,,,,,1,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,,,,,,,,,,,,,,,,,,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502
SEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEC,SEC-001,1,Steph 20/07,Aude 18/8,,,,,,,Multi-Agency Briefing Area,PA-DR,Corflute,0.297,0.21,,,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,21
SEC,SEC-002,1,Steph 20/07,Aude 18/8,,,,,,,Security Office,PA-DR,Corflute,0.297,0.21,,,1,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
SEC,SEC-003,1,Steph 20/07,Aude 18/8,,,,,,,Security Storage,PA-DR,Corflute,0.297,0.21,,,1,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,20
SEC,SEC-004,1,Steph 20/07,Aude 18/8,,,,,,,Venue Security Command Centre,PA-DR,Corflute,0.297,0.21,,,1,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
SEC,SEC-005,1,Steph 20/07,Aude 18/8,,,,,,,Village Security Command Centre,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1
SEC - N/A,SEC-006,N/A,N/A,N/A,,,,,,,"Vehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons OnlyVehicle Screening Area  
Authorised Vehicles & Persons Only",FA-L,Corflute,1.8,0.30,Fence mounted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SEC - N/A,N/A,N/A,N/A,N/A,,,,,,,Lane Signs - Content TBC,FA-L,Corflute,1.8,0.30,on Tent,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SEC - N/A,SEC-007,N/A,N/A,N/A,,,,,,,Prohibited and Restricted Items (Park n Rides) ,PI-S,Corflute,0.6,0.40,Freestanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SEC - N/A,SEC-008,Bespoke,Steph 30/09,MH 29/9,,,,,,,Prohibited and Restricted Items (Venues),FR-M,Structure,0.8x0.75,2.10,Freestanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SEC,SEC-009,Bespoke,,,,,,,,,Prohibited and Restricted Items (Venues),PI-L,Corflute,0.6,0.90,on Pole,,3,3,5,27,,,,,4,7,2,10,6,5,3,6,,,,8,24,1,6,,,,,,,,,,,,,,,,,,,,,,,,2,2,10,,,,,,2,,,,1,20,,,1,,158
SEC - N/A,SEC-010,Bespoke,,,,,,,,,Prohibited and Restricted Items (Villages- Internal Zone) ,FR-S,Structure,0.6x0.37,1.20,Freestanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SEC - N/A,SEC-011,Bespoke,,,,,,,,,Prohibited and Restricted Items (Villages - Residential) ,PI-S,Corflute,0.6,0.40,Freestanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SEC - N/A,SEC-012,N/A,N/A,N/A,,,,,,,Prohibited and Restricted Items  (GHQ) ,PO-M,Corflute,1.2,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SEC,SEC-013,,,,,,,,,,[Text TBC -Major Event Act requirement],PI-L,Corflute,0.6,0.90,,November,2,2,2,3,,,,,2,2,0,3,3,2,2,2,0,0,0,2,4,2,2,1,1,1,3,,,1,,2,1,1,1,1,1,,,2,,,,,,,1,1,8,,,,,,4,,,1,1,12,3,2,2,1,87
SEC - N/A,SEC-014,Bespoke,,,,,,,,,Prohibited and Restricted Items (Villages - BOH) ,FR-M,Structure,0.8x0.75,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502
SPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPN - N/A,SPN-001,N/A,N/A,N/A,,,,,,,Hospitality - The GC2018 Track Club,FA-L,Corflute,1.8,0.30,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPN - N/A,SPN-002,N/A,N/A,N/A,,,,,,,Hospitality - The Gold Club,FA-L,Corflute,1.8,0.30,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPN - N/A,SPN-003,N/A,N/A,N/A,,,,,,,Hospitality - The Fast Lane,FA-L,Corflute,1.8,0.30,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPN - N/A,SPN-004,N/A,N/A,N/A,,,,,,,(Room at OXN - Terminology TBC) CHP - N/A,FA-L,Corflute,1.8,0.30,,,,,,,,,,,,,,,,,,TBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPN - N/A,SPN-005,N/A,N/A,N/A,,,,,,,Hospitality - The Champions Club,FA-L,Corflute,1.8,0.30,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPN - N/A,N/A,N/A,N/A,N/A,,,,,,,Corporate Suites (number and sponsor/client name),PA-DR,Corflute,0.297,0.21,,,,,,,,10,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
SPN - N/A,N/A,N/A,N/A,N/A,,,,,,,Corporate Box (number and Sponsor/client name),PA-DR,Corflute,0.297,0.21,,,,,TBC (30),,,,,,,,,,,,,,,,,,101,,TBC(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101
SPN - CANCELLED,SPN-006,N/A,N/A,N/A,,,,,,,Sponsors Meeting Place (TBC) (Terminology TBC),FA-S,Corflute,0.9,0.30,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPN - N/A,SPN-007,N/A,N/A,N/A,,,,,,,Hospitality - Sevens Heaven,FA-L,Corflute,1.8,0.30,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPN - N/A,SPN-008,N/A,N/A,N/A,,,,,,,Goal Line Bar (Terminology TBC),FA-L,Corflute,1.8,0.30,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPN - N/A,SPN-009,N/A,N/A,N/A,,,,,,,Corporate Area (Terminology TBC),FA-L,Corflute,1.8,0.30,,,,,,,,,,,Confirmed,,TBC,TBC,,,,,,,,0,,TBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPN - N/A,SPN-010,N/A,N/A,N/A,,,,,,,Hospitality - The Inner Circle,FA-L,Corflute,1.8,0.30,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPN - CANCELLED,SPN-011,1,Steph 27/07,Aude 18/8,,,,,,,Sponsor Storage ,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPN - N/A,SPN-012,N/A,N/A,N/A,,,,,,,Hospitality - Front Row Club,FA-L,Corflute,1.8,0.30,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPN - N/A,SPN-013,N/A,N/A,N/A,,,,,,,Hospitality - The Captains Club ,FA-L,Corflute,1.8,0.30,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPN - N/A,N/A,N/A,N/A,N/A,,,,,,,Yugambeh Lounge,FA-L,Corflute,1.8,0.30,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPN - N/A,N/A,N/A,N/A,N/A,,,,,,,Courtside Club ,FA-L,Corflute,1.8,0.30,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPN,SPN-014,Bespoke,Steph 06/11,MH 8/11,,,,,,,CG2018 Sponsor Corporate Hospitality,LOL,Lollipop,,D=0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,30
,,,,,,,,,,,,,,,,,,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502,Err:502
SPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPS,SPS-001,1,Steph 02/08,Aude 18/8,,,,<DOG>,,,Service Dog Area,PA-DR,Corflute,0.297,0.21,Fence mounted,,3,1,1,,1,1,,,1,1,,1,1,1,1,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
SPS,SPS-002,1,Steph 20/07,Aude 18/8,,,,,,,Spectator Services Equipment Area,PA-DR,Corflute,0.297,0.21,Wall mounted,,1,1,,,1,3,,,1,1,,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
SPS - N/A,N/A,N/A,N/A,N/A,,,,<H20>,,,Water Refill Point,FA-L,Corflute,1.8,0.30,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPS,SPS-003,Bespoke,Steph 28/09,MH 29/9,,,,<AWP>,,,Accessible Welcome Point,FR-CP,Structure,D=0.5,2.55,Freestanding,,1,1,1,1,,,,,1,1,,1,1,1,1,1,,,,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
SPS- CANCELLED,SPS-004,1,Stu 1/8,Aude 18/8,,,,<AWP>,,,Accessible Welcome Point,FA-S,Corflute,0.9,0.30,Fence mounted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPS,SPS-005,1,Steph 02/08,Aude 18/8,,,,<NENT>,,,No Entry ,PA-DR,Corflute,0.297,0.21,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
SPS - N/A,N/A,N/A,N/A,N/A,,,,<L&F>,,,Lost & Found Claims Centre,FA-S,Corflute,0.9,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0
SPS,SPS-006,2,Steph 21/09,MH 29/9,,,,,,,Companion Seat,BSP.V-A6,Vinyl,0.148,0.11,,,20,24,10,,90,140,,,20,41,,50,10,25,10,65,,,,30,191,37,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,844
SPS,SPS-007,Bespoke,Steph 31/10,MH 8/11,,,,,,,Exit to Local Bus,LOL,Lollipop,,D=0.55,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SPS,SPS-008,Bespoke,Steph 31/10,update text,,,,,,,"Exit to Return Shuttles, Light Rail",LOL,Lollipop,,D=0.55,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SPS,SPS-009,Bespoke,Steph 3/10,update text,,,,,,,Exit to Games Shuttles,LOL,Lollipop,,D=0.55,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
SPS,SPS-010,Bespoke,Steph 3/10,MH 29/9,,,,,,,"Exit to Light Rail, Local Bus",LOL,Lollipop,,D=0.55,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
SPS,SPS-011,Bespoke,Steph 3/10,MH 29/9,,,,,,,Exit to Nerang Station – Walking route,LOL,Lollipop,,D=0.55,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
SPS,SPS-012,Bespoke,Steph 3/10,update text,,,,,,,Exit to East Transit Mall ,LOL,Lollipop,,D=0.55,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
SPS,SPS-013,Bespoke,Steph 3/10,update text,,,,,,,Exit to West Transit Mall ,LOL,Lollipop,,D=0.55,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
SPS,SPS-014,Bespoke,Steph 3/10,MH 3/10,,,,<BD>,,,Badminton,LOL,Lollipop,,D=0.55,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SPS,SPS-015,Bespoke,Steph 3/10,MH 3/10,,,,<PO>,,,Para Powerlifting,LOL,Lollipop,,D=0.55,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SPS,SPS-016,Bespoke,Steph 3/10,MH 3/10,,,,<WL>,,,Weightlifting,LOL,Lollipop,,D=0.55,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SPS,SPS-017,Bespoke,Steph 3/10,MH 3/10,,,,<WR>,,,Wresting,LOL,Lollipop,,D=0.55,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SPS,SPS-018,Bespoke,Steph 3/10,MH 3/10,,,,,,,"Side 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GOSide 1:STOP
Side 2: GO",LOL,Lollipop,,D=0.55,,,,,,3,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
SPS,SPS-019,Bespoke,Steph 3/10,MH 4/10,,,,,,,EAS,BSP.V-A6,Vinyl,0.148,0.11,,,60,24,20,,,,,50,,,,,,40,20,,,16,26,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,336
SPS - CANCELLED,SPS-020,Bespoke,Steph 31/10,MH 8/11,,,,,,,Exit Nerang Station ,LOL,Lollipop,,D=0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SPS,SPS-021,Bespoke,Steph 31/10,MH 8/11,,,,<Right arrow>,,,Nerang Station ,LOL,Lollipop,,D=0.55,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SPS,SPS-022,Bespoke,Steph 31/10,MH 8/11,,,,,,,Exit to Festival,LOL,Lollipop,,D=0.55,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SPS,SPS-023,Bespoke,Steph 31/10,MH 8/11,,,,,,,Exit to Nerang Games Shuttles,LOL,Lollipop,,D=0.55,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
